Speaker,Gender,Movie
programmer,male,Bean
89,male,Bean
cut to:,female,Bean
miss hutchinson,female,Bean
suit man,male,Bean
grierson,male,Bean
doctor jacobson,male,Bean
doctor 2,male,Bean
nurse 2,male,Bean
hospital porter,male,Bean
thomas grierson,male,Bean
doctor 1,male,Bean
cleaner,female,Bean
stingo,female,Bean
mix through to:,female,Bean
old lady,female,Bean
9,male,Bean
assistant,male,Bean
cop 1,female,Bean
girl,female,Beasts of No Nation
tripod,female,Beasts of No Nation
man #4,male,Beasts of No Nation
young girl,female,Beasts of No Nation
goodblood,female,Beasts of No Nation
2nd lieutenant,male,Beasts of No Nation
may 8th,female,Beasts of No Nation
linguist,male,Beasts of No Nation
driver,male,Beasts of No Nation
ndf sbu,female,Beasts of No Nation
rambo,male,Beasts of No Nation
voice,female,Beasts of No Nation
woman,female,Beasts of No Nation
father friday,female,Beasts of No Nation
men,male,Beasts of No Nation
voices whisper,female,Beasts of No Nation
griot,male,Beasts of No Nation
chicken legs,female,Beasts of No Nation
army corporal,female,Beasts of No Nation
old woman,female,Beasts of No Nation
man #3,male,Beasts of No Nation
paramount chief,male,Beasts of No Nation
madame,female,Beasts of No Nation
ndf cook,male,Beasts of No Nation
pastor,male,Beasts of No Nation
chief priest,male,Beasts of No Nation
villager constable,male,Beasts of No Nation
dike,male,Beasts of No Nation
cso,male,Beasts of No Nation
village constable,male,Beasts of No Nation
man #2,male,Beasts of No Nation
ndf soldiers,male,Beasts of No Nation
two-i-c,female,Beasts of No Nation
aide,female,Beasts of No Nation
everyone,male,Beasts of the Southern Wild
boy,male,Beasts of the Southern Wild
woman's voice,female,Beasts of the Southern Wild
evacuator 2,male,Beasts of the Southern Wild
pilot,male,Beasts of the Southern Wild
babysitter,female,Beasts of the Southern Wild
sergeant major,male,Beasts of the Southern Wild
everybody,male,Beasts of the Southern Wild
miss frankie,female,Beasts of the Southern Wild
orderly,male,Beasts of the Southern Wild
village men,male,Beauty and the Beast
diva,female,Beauty and the Beast
garderobe,female,Beauty and the Beast
villagers,male,Beauty and the Beast
cadenza,female,Beauty and the Beast
lumire,female,Beauty and the Beast
all,female,Beauty and the Beast
washer girl,female,Beauty and the Beast
nasty headmaster,male,Beauty and the Beast
clothilde,female,Beauty and the Beast
the beast,female,Beauty and the Beast
plumette,female,Beauty and the Beast
chandelier candlesticks,male,Beauty and the Beast
tavern keeper,male,Beauty and the Beast
vagrant,male,Beauty and the Beast
mob,female,Beauty and the Beast
castle staff,male,Beauty and the Beast
august 10,male,Beauty and the Beast
village lasses,male,Beauty and the Beast
pere robert,male,Beauty and the Beast
little girls,male,Beauty and the Beast
cuisinir,female,Beauty and the Beast
nurse,male,Beginners
fancy woman,female,Beginners
young oliver,male,Beginners
various locations,male,Beginners
arthur subtitle,male,Beginners
manager,male,Beginners
doctor long,male,Beginners
strict nurse,female,Beginners
security guard,female,Beginners
party guest,male,Beginners
int kitchen,male,Beginners
partier,male,Beginners
female partier,female,Beginners
everyone,male,Beginners
old man,male,Beginners
older woman,female,Beginners
girl,female,Being Human
january,female,Being Human
solus,male,Being Human
father diogo,male,Being Human
detective,female,Being Human
cameraman,male,Being Human
alvarez,male,Being Human
soldier,male,Being Human
stallholder,male,Being Human
driver,male,Being Human
crewman,male,Being Human
figure,female,Being Human
being human,male,Being Human
captain,male,Being Human
policeman,male,Being Human
sailor,female,Being Human
nuno,male,Being Human
young deserter,female,Being Human
deserter,female,Being Human
man,male,Being Human
visitor,male,Being Human
tv announcer,male,Being John Malkovich
crowd,female,Being John Malkovich
waiter malkovich,female,Being John Malkovich
agent,male,Being John Malkovich
neighbor,female,Being John Malkovich
erroll,male,Being John Malkovich
motorist,female,Being John Malkovich
actual truman,male,Being John Malkovich
safari man,male,Being John Malkovich
parrot,male,Being John Malkovich
kevin bacon,male,Being John Malkovich
director,female,Being John Malkovich
flemmer,male,Being John Malkovich
fat man,male,Being John Malkovich
white,male,Being John Malkovich
audience member,male,Being John Malkovich
cabbie,female,Being John Malkovich
singing malkovich,female,Being John Malkovich
girl malkovich,female,Being John Malkovich
malkovich,female,Being John Malkovich
skrapinov,male,Being There
first lady,female,Being There
dupont,male,Being There
smythe,female,Being There
policeman,male,Being There
dennis' voice,female,Being There
tv reporter,female,Being There
colson,male,Being There
woltz,female,Being There
allenby,male,Being There
perkins,male,Being There
woman's voice,female,Believer
carleton,male,Believer
first waiter,female,Believer
young man,male,Believer
murmuring voices,female,Believer
nazi soldier,male,Believer
ancient,male,Believer
enraged wife,female,Believer
brand,male,Believer
various voices,female,Believer
guy danielsen,male,Believer
large woman,female,Believer
zingesser,male,Believer
voice,female,Believer
lina moebius,female,Believer
woman,female,Believer
hate counselor,female,Believer
ancient jew,male,Believer
photographer,male,Believer
old coot,female,Believer
voices,female,Believer
anchor's voice,male,Believer
billings,male,Believer
newscaster voice,female,Believer
2000,male,Believer
another voice,female,Believer
reporter,female,Believer
enraged man,male,Believer
rumanian woman,female,Believer
people,female,Believer
rav zingesser,female,Believer
father,male,Believer
polish man,male,Believer
mr vaughan,male,Belle
wimbridge,female,Belle
maid,female,Belle
cut to:,female,Belle
clerk,female,Belle
lord mayor,male,Belle
reverend davinier,female,Belle
zoffany,female,Belle
gentleman 1,female,Belle
baroness vernon,male,Belle
,female,Beloved
nephew,male,Beloved
young man,male,Beloved
engraver,male,Beloved
stamp paid,male,Beloved
neighboring farmer,male,Beloved
white boy,male,Beloved
second boy,male,Beloved
schoolteacher,female,Beloved
white man,male,Beloved
beloved,female,Beloved
woman,female,Beloved
bulgar,male,Beloved
lady jones,male,Beloved
carnival barker,male,Beloved
sheriff,male,Beloved
sixo,male,Beloved
baby suggs,female,Beloved
boy,male,Beloved
white guard,male,Beloved
sethe,male,Beloved
garner,male,Beloved
ellla,male,Beloved
automated voice,female,Best Exotic Marigold Hotel
dr rama,female,Best Exotic Marigold Hotel
day,male,Best Exotic Marigold Hotel
sunaina,female,Best Exotic Marigold Hotel
mrs megson,female,Best Exotic Marigold Hotel
akram,male,Best Exotic Marigold Hotel
rooms,female,Best Exotic Marigold Hotel
ifti,female,Best Exotic Marigold Hotel
sunanina,male,Best Exotic Marigold Hotel
airport announcer,male,Best Exotic Marigold Hotel
mrs jellinek,female,Best Exotic Marigold Hotel
yes,male,Best Exotic Marigold Hotel
the ball,male,Best Exotic Marigold Hotel
suresh,male,Best Exotic Marigold Hotel
evening,female,Best Exotic Marigold Hotel
security guard,female,Best Exotic Marigold Hotel
mr maruthi,male,Best Exotic Marigold Hotel
mrs kapoor,female,Best Exotic Marigold Hotel
pravesh,male,Best Exotic Marigold Hotel
female voice,female,Best Exotic Marigold Hotel
